Event	ID	Name			Wwise Object Path	Notes
	3067268799	Play_voidJailer_death_vortex_explode			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_death_vortex_explode	
	3073525207	Play_loader_step_sprint			\Split Content\Survivors\loader\Play_loader_step_sprint	
	3074167172	Play_wisp_death			\Default Work Unit\ENEMY\wisp\Play_wisp_death	
	3075336325	Play_AMB_zone_moon			\Split Content\Environment\zone_moon\Play_AMB_zone_moon	
	3075953682	Play_scav_attack3_sit			\Split Content\Enemies\Boss_Scav\Play_scav_attack3_sit	
	3080548713	Play_env_dampCave_crystalLight_loop			\Split Content\Environment\zone_dampCaveSimple\Play_env_dampCave_crystalLight_loop	
	3088890839	Play_clayboss_step			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_step	
	3089109169	Play_vagrant_attack1_spawn			\Default Work Unit\ENEMY\vagrant\Play_vagrant_attack1_spawn	
	3092701574	Play_huntress_m1_unready			\Default Work Unit\CHAR\Huntress\Play_huntress_m1_unready	
	3103470308	Play_roboBall_attack2_mini_spawn			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_attack2_mini_spawn	
	3106983529	Play_wisp_active_loop			\Default Work Unit\ENEMY\wisp\Play_wisp_active_loop	
	3117407908	Play_captain_m2_tazed_loop			\Split Content\Survivors\captain\Play_captain_m2_tazed_loop	
	3119842682	Play_minimushroom_step			\Split Content\Enemies\Mob_miniMushroom\Play_minimushroom_step	
	3120622133	Play_imp_impact			\Default Work Unit\ENEMY\imp\Play_imp_impact	
	3122474070	Play_randomDamageZone_appear			\Split Content\Items\item_lunar_randomDamageZone\Play_randomDamageZone_appear	
	3122586190	Play_wBeetleImpact			\Default Work Unit\ENEMY\beetleWorker\Play_wBeetleImpact	This sound will play when you hit the beetle.
	3129785303	Play_voidRaid_m1_chargeup			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_m1_chargeup	
	3132967749	Play_clayboss_R_tether_loop			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_R_tether_loop	
	3133589932	Play_item_void_chainLightning			\Split Content\Items\void_items\item_void_chainLightning\Play_item_void_chainLightning	
	3133879614	Play_UI_barrel_open			\Default Work Unit\UI\Play_UI_barrel_open	
	3140229227	Play_voidBarnacle_impact			\Split Content\Enemies\Mob_voidBarnacle\Play_voidBarnacle_impact	
	3140294881	Stop_clayboss_idle_VO			\Default Work Unit\ENEMY\clayBoss\Stop_clayboss_idle_VO	
	3141848185	Play_UI_item_pickup			\Default Work Unit\UI\Play_UI_item_pickup	
	3150639759	Stop_item_void_missle_fly_loop			\Split Content\Items\void_items\item_void_missle\Stop_item_void_missle_fly_loop	
	3151664278	Play_clayGrenadier_attack2_throw			\Split Content\Enemies\Mob_clayGrenadier\Play_clayGrenadier_attack2_throw	
	3152593038	Play_gravekeeper_jump			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_jump	
	3156422452	Play_item_proc_bandolierSpawn			\Default Work Unit\ITEMS\Play_item_proc_bandolierSpawn	
	3157521796	Play_beetle_queen_attack2_impact			\Default Work Unit\ENEMY\beetleQueen\Play_beetle_queen_attack2_impact	
	3157690056	Play_grandParent_attack1_boulderSmall_impact			\Split Content\Enemies\Boss_Grandparent\Play_grandParent_attack1_boulderSmall_impact	
	3163992584	Play_MULT_shift_start			\Default Work Unit\CHAR\MULT\Play_MULT_shift_start	
	3165958184	Play_lunar_wisp_attack2_windDown			\Split Content\Enemies\Mob_lunarWisp\Play_lunar_wisp_attack2_windDown	
	3168353919	Play_minorConstruct_hide			\Split Content\Enemies\Mob_minorConstruct\Play_minorConstruct_hide	
	3170167180	Play_voidDevastator_step			\Split Content\Enemies\Mob_voidDevastator\Play_voidDevastator_step	
	3172304260	Play_arenaCrab_swim_uproot			\Split Content\Enemies\Mob_arenaCrab\Play_arenaCrab_swim_uproot	
	3174138708	Play_item_proc_fireRingTornado_end			\Default Work Unit\ITEMS\Play_item_proc_fireRingTornado_end	
	3177313418	Stop_captain_m2_tazed_loop			\Split Content\Survivors\captain\Stop_captain_m2_tazed_loop	
	3178266026	Stop_voidman_m2_charged_loop			\Split Content\Survivors\voidman\Stop_voidman_m2_charged_loop	
	3198839584	Play_env_hiddenLab_laptop_active_loop			\Split Content\Environment\zone_skyMeadow\Play_env_hiddenLab_laptop_active_loop	
	3202539612	Play_engi_R_turret_rotate_stop			\Default Work Unit\CHAR\Engineer_Turret\Play_engi_R_turret_rotate_stop	
	3203163036	Play_grandParent_attack3_sun_activeLoop			\Split Content\Enemies\Boss_Grandparent\Play_grandParent_attack3_sun_activeLoop	
	3210684213	Play_railgunner_shift_alt_explo			\Split Content\Survivors\railgunner\Play_railgunner_shift_alt_explo	
	3212258601	Play_wisp_attack_fire			\Default Work Unit\ENEMY\wisp\Play_wisp_attack_fire	
	3212506843	Play_majorConstruct_shift_lower			\Split Content\Enemies\Boss_majorConstruct\Play_majorConstruct_shift_lower	
	3214992105	Play_minorConstruct_attack_explode			\Split Content\Enemies\Mob_minorConstruct\Play_minorConstruct_attack_explode	
	3224588039	Play_minorConstruct_VO_idle			\Split Content\Enemies\Mob_minorConstruct\Play_minorConstruct_VO_idle	
	3225470837	Stop_obj_itemShip_fire_loop			\Split Content\Objects\obj_itemShip\Stop_obj_itemShip_fire_loop	
	3237786570	Play_scav_impact			\Split Content\Enemies\Boss_Scav\Play_scav_impact	
	3241022660	Play_deathProjectile_throw			\Split Content\Items\use_deathProjectile\Play_deathProjectile_throw	
	3245543446	Stop_item_proc_icicle			\Default Work Unit\ITEMS\Stop_item_proc_icicle	
	3245971952	Play_UI_arenaMode_coundownMain			\Default Work Unit\UI\ArenaMode\Play_UI_arenaMode_coundownMain	
	3248761082	Play_vagrant_death			\Default Work Unit\ENEMY\vagrant\Play_vagrant_death	
	3252548768	Play_item_use_crit_end			\Default Work Unit\ITEMS\Play_item_use_crit_end	
	3255539260	Play_huntress_m2_flight_loop			\Default Work Unit\CHAR\Huntress\Play_huntress_m2_flight_loop	
	3255812633	Play_item_void_explodeOnDeath			\Split Content\Items\void_items\item_void_explodeOnDeath\Play_item_void_explodeOnDeath	
	3258261602	Play_gravekeeper_attack1_open			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_attack1_open	
	3265626299	Play_voidRaid_m1_explode			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_m1_explode	
	3269630552	Play_captain_shift_impact			\Split Content\Survivors\captain\Play_captain_shift_impact	
	3275097964	Play_parent_teleport			\Split Content\Enemies\Mob_parent\Play_parent_teleport	
	3276170341	Play_moonBrother_spawn_preWhoosh			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_spawn_preWhoosh	
	3277128633	Play_UI_skill_unlock			\Default Work Unit\UI\Play_UI_skill_unlock	
	3279795312	Stop_loader_R_active_loop			\Split Content\Survivors\loader\Stop_loader_R_active_loop	
	3283303018	Play_mage_R_lightningBlast			\Default Work Unit\CHAR\Mage\Play_mage_R_lightningBlast	
	3287285055	Play_item_proc_slug_hide			\Default Work Unit\ITEMS\Play_item_proc_slug_hide	
	3289149845	Play_item_proc_firework_fire			\Default Work Unit\ITEMS\Play_item_proc_firework_fire	
	3289985618	Play_moonBrother_phaseJump_shockwave_loop			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_phaseJump_shockwave_loop	
	3293215739	Stop_affix_mendingChain_loop			\Split Content\Enemies\Affix_mending\Stop_affix_mendingChain_loop	
	3295205085	Play_elite_antiHeal_urchin_activeLoop			\Split Content\Enemies\Affix_antiHeal\Play_elite_antiHeal_urchin_activeLoop	
	3298429148	Play_moonBrother_sprint			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_sprint	
	3298589691	Play_majorConstruct_m1_laser_end			\Split Content\Enemies\Boss_majorConstruct\Play_majorConstruct_m1_laser_end	
	3298597612	Play_engi_R_activate			\Default Work Unit\CHAR\Engineer\Play_engi_R_activate	
	3302802820	Play_voidRaid_gauntlet_amb			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_gauntlet_amb	
	3303423706	Play_voidRaid_superLaser_beam_loop			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_superLaser_beam_loop	
	3305531308	Play_roboBall_attack2_createMini			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_attack2_createMini	
	3309576680	Play_voidRaid_final_stand			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_final_stand	
	3311061351	Play_deathProjectile_pulse			\Split Content\Items\use_deathProjectile\Play_deathProjectile_pulse	
	3311706942	Play_magmaWorm_M1_explo			\Default Work Unit\ENEMY\magmaworm\Play_magmaWorm_M1_explo	
	3320446911	Play_env_vase_shatter			\Default Work Unit\ENVIRONMENT\Play_env_vase_shatter	
	3330327238	Play_fireballsOnHit_aliveLoop			\Split Content\Items\item_proc_fireballsOnHit\Play_fireballsOnHit_aliveLoop	
	3332873880	Play_clayBruiser_death			\Split Content\Enemies\Mob_clayBruiser\Play_clayBruiser_death	
	3339276574	Play_lemurianBruiser_m2_loop			\Default Work Unit\ENEMY\lemuriamBruiser\Play_lemurianBruiser_m2_loop	
	3342837127	Stop_item_proc_interstellarDeskPlant_aura_loop			\Split Content\Items\proc_interstellarDeskPlant\Stop_item_proc_interstellarDeskPlant_aura_loop	
	3344329139	Play_item_lunar_use_utilityReplacement_end			\Split Content\Items\use_lunar_utilityReplacement\Play_item_lunar_use_utilityReplacement_end	
	3355119344	Play_UI_item_land_command			\Default Work Unit\UI\Play_UI_item_land_command	
	3362763155	Play_acid_larva_attack1_loop			\Split Content\Enemies\Mob_acidLarva\Play_acid_larva_attack1_loop	
	3363507140	Stop_captain_utility_variant_laser_loop			\Split Content\Survivors\captain\Stop_captain_utility_variant_laser_loop	
	3365879681	Play_voidRaid_bump_explode			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_bump_explode	
	3367890240	Play_voidRaid_runaway			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_runaway	
	3370576369	Play_item_void_extraLife			\Split Content\Items\void_items\item_void_extraLife\Play_item_void_extraLife	
	3372252345	Play_item_lunar_secondaryReplace_active_loop			\Split Content\Items\item_lunar_secondaryReplace\Play_item_lunar_secondaryReplace_active_loop	
	3374469962	Play_parent_attack1_slam			\Split Content\Enemies\Mob_parent\Play_parent_attack1_slam	
	3376774817	Play_jellyfish_detonate_pre			\Default Work Unit\ENEMY\jellyfish\Play_jellyfish_detonate_pre	
	3377032266	Play_item_void_slowOnHit			\Split Content\Items\void_items\item_void_slowOnHit\Play_item_void_slowOnHit	
	3377207268	Play_item_void_missle_explode			\Split Content\Items\void_items\item_void_missle\Play_item_void_missle_explode	
	3381653860	Play_treeBot_m1_3rd_hit			\Split Content\Survivors\treeBot\Play_treeBot_m1_3rd_hit	
	3389061272	Play_engi_seekerMissile_HUD_loop			\Default Work Unit\CHAR\Engineer\Play_engi_seekerMissile_HUD_loop	
	3390131953	Play_item_proc_monsterTooth_spawn			\Default Work Unit\ITEMS\Play_item_proc_monsterTooth_spawn	
	3393425640	Play_item_proc_equipMag			\Default Work Unit\ITEMS\Play_item_proc_equipMag	
	3394761874	Play_affix_void_bug_spawn			\Split Content\Enemies\Affix_void\Play_affix_void_bug_spawn	
	3403955490	Stop_lunar_wisp_attack2_chargeLoop			\Split Content\Enemies\Mob_lunarWisp\Stop_lunar_wisp_attack2_chargeLoop	
	3407461464	Play_engi_R_walkingTurret_laser_end			\Split Content\Survivors\engineer_walkingTurret\Play_engi_R_walkingTurret_laser_end	
	3407965588	Play_engi_R_turret_shot			\Default Work Unit\CHAR\Engineer_Turret\Play_engi_R_turret_shot	
	3415846421	Play_treeBot_R_tether			\Split Content\Survivors\treeBot\Play_treeBot_R_tether	
	3426860520	Play_railgunner_m2_scope_in			\Split Content\Survivors\railgunner\Play_railgunner_m2_scope_in	
	3430012852	Play_captain_sprint_start			\Split Content\Survivors\captain\Play_captain_sprint_start	
	3433956687	Play_Achievement			\Default Work Unit\UI\Play_Achievement	This event will play when you get an achievement.
	3438622745	Play_gup_attack1_charge			\Split Content\Enemies\Mob_Gup\Play_gup_attack1_charge	
	3438837980	Play_loader_m2_impact			\Split Content\Survivors\loader\Play_loader_m2_impact	
	3439107777	Play_voidDevastator_death_vortex_explode			\Split Content\Enemies\Mob_voidDevastator\Play_voidDevastator_death_vortex_explode	
	3439383576	Play_UI_levelUp_player			\Default Work Unit\UI\Play_UI_levelUp_player	
	3440819688	Play_MULT_crate_land			\Default Work Unit\CHAR\MULT\Play_MULT_crate_land	
	3442515624	Play_item_proc_interstellarDeskPlant_plant			\Split Content\Items\proc_interstellarDeskPlant\Play_item_proc_interstellarDeskPlant_plant	
	3445258450	Play_item_proc_TPhealingNova_hitPlayer			\Split Content\Items\proc_TPhealingNova\Play_item_proc_TPhealingNova_hitPlayer	
	3453798682	Play_AMB_zone_skyMeadow			\Split Content\Environment\zone_skyMeadow\Play_AMB_zone_skyMeadow	
	3454198445	Play_golem_laser_fire			\Default Work Unit\ENEMY\golem\Play_golem_laser_fire	
	3461917085	Play_captain_utility_variant_preImpact			\Split Content\Survivors\captain\Play_captain_utility_variant_preImpact	
	3465273956	Play_item_proc_squidTurret_death			\Split Content\Items\proc_squidTurret\Play_item_proc_squidTurret_death	
	3466249773	Play_item_proc_personal_shield_recharge			\Default Work Unit\ITEMS\Play_item_proc_personal_shield_recharge	
	3466615724	Play_item_use_gainArmor			\Split Content\Items\use_gainArmor\Play_item_use_gainArmor	
	3475430583	Play_merc_R_start			\Default Work Unit\CHAR\Merc\Play_merc_R_start	
	3481400431	Play_wisp_spawn			\Default Work Unit\ENEMY\wisp\Play_wisp_spawn	
	3491136092	Play_item_proc_strengthenBurn			\Split Content\Items\proc_strengthenBurn\Play_item_proc_strengthenBurn	
	3491603641	Play_voidman_m1_corrupted_start			\Split Content\Survivors\voidman\Play_voidman_m1_corrupted_start	
	3493351020	Stop_lemurianBruiser_m2_loop			\Default Work Unit\ENEMY\lemuriamBruiser\Stop_lemurianBruiser_m2_loop	
	3502735825	Play_moonBrother_blueWall_slam_start			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_blueWall_slam_start	
	3506679443	Stop_titanboss_idle_loop			\Default Work Unit\ENEMY\titanBoss\Stop_titanboss_idle_loop	
	3510672028	Stop_engi_R_turret_rotate_loop			\Default Work Unit\CHAR\Engineer_Turret\Stop_engi_R_turret_rotate_loop	
	3514695842	Stop_voidRaid_fog_affectPlayer			\Split Content\Enemies\Boss_voidRaid\Stop_voidRaid_fog_affectPlayer	
	3520993224	Play_vagrant_idle_VO			\Default Work Unit\ENEMY\vagrant\Play_vagrant_idle_VO	
	3521274053	Stop_ui_obj_lunarPool_idle_loop			\Split Content\Objects\obj_lunarPool\Stop_ui_obj_lunarPool_idle_loop	
	3521385491	Stop_captain_shift_active_loop			\Split Content\Survivors\captain\Stop_captain_shift_active_loop	
	3526100348	Stop_item_use_fireballDash_loop			\Split Content\Items\use_fireballDash\Stop_item_use_fireballDash_loop	
	3539485743	Play_UI_arenaMode_wave_complete			\Default Work Unit\UI\ArenaMode\Play_UI_arenaMode_wave_complete	
	3542004415	Play_roboBall_attack2_mini_laser_stop			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_attack2_mini_laser_stop	
	3542341717	Play_item_proc_vagrantNova_charge			\Split Content\Items\proc_boss_vagrantNova\Play_item_proc_vagrantNova_charge	
	3545977891	Stop_golem_laser_charge			\Default Work Unit\ENEMY\golem\Stop_golem_laser_charge	
	3547915643	Play_lunar_exploder_step			\Split Content\Enemies\Mob_lunarExploder\Play_lunar_exploder_step	
	3557178245	Play_item_use_bugWingOpen			\Default Work Unit\ITEMS\Play_item_use_bugWingOpen	
	3560327381	Play_acrid_step_sprint_hand			\Split Content\Survivors\acrid\Play_acrid_step_sprint_hand	
	3561602500	Play_beetle_guard_idle_VO			\Default Work Unit\ENEMY\beetleGuard\Play_beetle_guard_idle_VO	
	3564771856	Stop_voidRaid_gauntlet_platform_loop			\Split Content\Enemies\Boss_voidRaid\Stop_voidRaid_gauntlet_platform_loop	
	3567434931	Play_roboBall_attack2_mini_death			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_attack2_mini_death	
	3568098837	Play_acid_larva_death			\Split Content\Enemies\Mob_acidLarva\Play_acid_larva_death	
	3569979928	Stop_drone_active_loop			\Default Work Unit\CHAR\Drone\Stop_drone_active_loop	
	3570667772	Play_bleedOnCritAndExplode_impact			\Split Content\Items\item_proc_bleedOnCritAndExplode\Play_bleedOnCritAndExplode_impact	
	3570819983	Play_UI_obj_casinoChest_swap			\Default Work Unit\UI\Play_UI_obj_casinoChest_swap	
	3572694566	Play_clayBruiser_attack1_shoot_flyby			\Split Content\Enemies\Mob_clayBruiser\Play_clayBruiser_attack1_shoot_flyby	
	3575639578	Play_hermitCrab_impact			\Default Work Unit\ENEMY\hermitCrab\Play_hermitCrab_impact	
	3579419966	Stop_engi_R_hover_loop			\Default Work Unit\CHAR\Engineer\Stop_engi_R_hover_loop	
	3588873189	Play_ui_obj_eradicator_active_loop			\Split Content\Objects\obj_eradicator\Play_ui_obj_eradicator_active_loop	
	3589743821	Stop_bellBody_idle_loop			\Default Work Unit\ENEMY\bellBody\Stop_bellBody_idle_loop	
	3590751484	Play_bison_death			\Default Work Unit\ENEMY\bison\Play_bison_death	
	3593581531	Play_clayboss_m2_projectile_loop			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_m2_projectile_loop	
	3594476652	Play_MULT_R_toSMG			\Default Work Unit\CHAR\MULT\Play_MULT_R_toSMG	
	3601175276	Play_item_use_sawmerang_throw			\Split Content\Items\use_sawmerang\Play_item_use_sawmerang_throw	
	3606808427	Play_Item_proc_medkit			\Default Work Unit\ITEMS\Play_Item_proc_medkit	
	3607088124	Play_vagrant_attack2_explode			\Default Work Unit\ENEMY\vagrant\Play_vagrant_attack2_explode	
	3617280490	Play_item_lunar_secondaryReplace_throw			\Split Content\Items\item_lunar_secondaryReplace\Play_item_lunar_secondaryReplace_throw	
	3621412217	Play_lunar_wisp_attack2_explode			\Split Content\Enemies\Mob_lunarWisp\Play_lunar_wisp_attack2_explode	
	3626432589	Play_item_void_treasureCache_open			\Split Content\Items\void_items\item_void_treasureCache\Play_item_void_treasureCache_open	
	3628647800	Play_hermitCrab_idle_VO			\Default Work Unit\ENEMY\hermitCrab\Play_hermitCrab_idle_VO	
	3629323260	Play_imp_attack_blink			\Default Work Unit\ENEMY\imp\Play_imp_attack_blink	
	3630636154	Play_gravekeeper_idle_VO			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_idle_VO	
	3633988413	Kill_loops			\Default Work Unit\Kill_loops	
	3641613923	Play_item_proc_crit_cooldown			\Default Work Unit\ITEMS\Play_item_proc_crit_cooldown	
	3641922596	Play_voidRaid_superLaser_start			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_superLaser_start	
	3644347705	Play_golem_laser_charge			\Default Work Unit\ENEMY\golem\Play_golem_laser_charge	
	3648252036	Play_item_use_BFG_charge			\Default Work Unit\ITEMS\Play_item_use_BFG_charge	
	3656020651	Play_lemurian_fireball_flight_loop			\Default Work Unit\ENEMY\lemurian\Play_lemurian_fireball_flight_loop	
	3657700870	Play_elite_antiHeal_turret_die			\Split Content\Enemies\Affix_antiHeal\Play_elite_antiHeal_turret_die	
	3659141198	Play_item_void_equipmag			\Split Content\Items\void_items\item_void_equipMag\Play_item_void_equipmag	
	3663213371	Play_railgunner_m1_fire			\Split Content\Survivors\railgunner\Play_railgunner_m1_fire	
	3666498161	Play_gravekeeper_attack2_impact			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_attack2_impact	
	3671383336	Play_env_gooWaterfall_loop			\Default Work Unit\ENVIRONMENT\Play_env_gooWaterfall_loop	
	3672417454	Play_UI_arenaMode_voidCollapse_select			\Default Work Unit\UI\ArenaMode\Play_UI_arenaMode_voidCollapse_select	
	3673819067	Play_gup_impact			\Split Content\Enemies\Mob_Gup\Play_gup_impact	
	3674521692	Play_voidJailer_sprint			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_sprint	
	3675283896	Play_merc_sword_swing			\Default Work Unit\CHAR\Merc\Play_merc_sword_swing	
	3677284904	Play_loader_step			\Split Content\Survivors\loader\Play_loader_step	
	3680364993	Play_acrid_sprint_stop			\Split Content\Survivors\acrid\Play_acrid_sprint_stop	
	3683447023	Stop_elite_haunt_hauntorb_activeLoop			\Split Content\Enemies\Affix_Haunt\Stop_elite_haunt_hauntorb_activeLoop	
	3684346483	Play_env_geyser_launch			\Default Work Unit\ENVIRONMENT\Play_env_geyser_launch	
	3687264935	Play_item_proc_armorReduction_shatter			\Split Content\Items\proc_armorReduction\Play_item_proc_armorReduction_shatter	
	3692683083	Play_bandit2_step			\Split Content\Survivors\bandit2\Play_bandit2_step	
	3694637590	Play_titanboss_shift_shoot			\Default Work Unit\ENEMY\titanBoss\Play_titanboss_shift_shoot	
	3711319792	Play_engi_R_turret_rotate_start			\Default Work Unit\CHAR\Engineer_Turret\Play_engi_R_turret_rotate_start	
	3712167975	Play_nullifier_death_vortex_loop			\Split Content\Enemies\Mob_nullifier\Play_nullifier_death_vortex_loop	
	3716108135	Play_huntress_m2_impact			\Default Work Unit\CHAR\Huntress\Play_huntress_m2_impact	
	3719464252	Play_bandit2_R_kill			\Split Content\Survivors\bandit2\Play_bandit2_R_kill	
	3725214619	Play_scav_attack1_explode			\Split Content\Enemies\Boss_Scav\Play_scav_attack1_explode	
	3727524953	Stop_item_use_gateway_rideLoop			\Split Content\Items\use_gateway\Stop_item_use_gateway_rideLoop	
	3730906858	Play_acid_larva_spawn			\Split Content\Enemies\Mob_acidLarva\Play_acid_larva_spawn	
	3733229025	Play_minimushroom_spawn			\Split Content\Enemies\Mob_miniMushroom\Play_minimushroom_spawn	
	3736294797	Play_titanboss_R_laser_loop			\Default Work Unit\ENEMY\titanBoss\Play_titanboss_R_laser_loop	
	3742373894	Play_huntress_R_jump			\Default Work Unit\CHAR\Huntress\Play_huntress_R_jump	
	3743404725	Stop_nullifier_death_vortex_loop			\Split Content\Enemies\Mob_nullifier\Stop_nullifier_death_vortex_loop	
	3747085821	Play_minimushroom_spore_chargeUp			\Split Content\Enemies\Mob_miniMushroom\Play_minimushroom_spore_chargeUp	
	3747240478	Stop_UI_podDescentLoop			\Default Work Unit\UI\Stop_UI_podDescentLoop	
	3754606692	Play_item_void_bleedOnHit_start			\Split Content\Items\void_items\item_void_bleedOnHit\Play_item_void_bleedOnHit_start	
	3757914531	Stop_treeBot_R_activeLoop			\Split Content\Survivors\treeBot\Stop_treeBot_R_activeLoop	
	3762332315	Play_nullifier_death			\Split Content\Enemies\Mob_nullifier\Play_nullifier_death	
	3765706978	Stop_env_hiddenLab_laptop_active_loop			\Split Content\Environment\zone_skyMeadow\Stop_env_hiddenLab_laptop_active_loop	
	3765877048	Play_bandit2_R_load			\Split Content\Survivors\bandit2\Play_bandit2_R_load	
	3768810533	Play_affix_mendingChain_loop			\Split Content\Enemies\Affix_mending\Play_affix_mendingChain_loop	
	3770997429	Play_merc_shift_start			\Default Work Unit\CHAR\Merc\Play_merc_shift_start	
	3773571408	Play_vagrant_R_explode			\Default Work Unit\ENEMY\vagrant\Play_vagrant_R_explode	
	3773914237	Play_lunar_wisp_impact			\Split Content\Enemies\Mob_lunarWisp\Play_lunar_wisp_impact	
	3777927093	Play_mage_shift_wall_build			\Default Work Unit\CHAR\Mage\Play_mage_shift_wall_build	
	3778622708	Play_item_use_sawmerang_fly_loop			\Split Content\Items\use_sawmerang\Play_item_use_sawmerang_fly_loop	
	3778899369	Play_voidman_R_activate			\Split Content\Survivors\voidman\Play_voidman_R_activate	
	3781745233	Play_moonBrother_swing_horizontal			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_swing_horizontal	
	3786262665	Play_blindVermin_death			\Split Content\Enemies\Mob_blindVermin\Play_blindVermin_death	
	3795285125	Play_env_hiddenLab_laptop_sequence_fail			\Split Content\Environment\zone_skyMeadow\Play_env_hiddenLab_laptop_sequence_fail	
	3802411724	Play_bison_headbutt_attack_hit			\Default Work Unit\ENEMY\bison\Play_bison_headbutt_attack_hit	
	3802488840	Play_voidman_m2_charged_loop			\Split Content\Survivors\voidman\Play_voidman_m2_charged_loop	
	3805369911	Play_railgunner_selectScreen_idle			\Split Content\Survivors\railgunner\Play_railgunner_selectScreen_idle	
	3807355202	Stop_env_hiddenLab_TP_active_loop			\Split Content\Environment\zone_skyMeadow\Stop_env_hiddenLab_TP_active_loop	
	3808524354	Play_item_use_gummyClone_expire			\Split Content\Items\use_gummyClone\Play_item_use_gummyClone_expire	
	3811738432	Play_gravekeeper_impact_canister			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_impact_canister	
	3814292336	Stop_loader_shift_charge_loop			\Split Content\Survivors\loader\Stop_loader_shift_charge_loop	
	3814429978	Stop_item_proc_mushroom_loop			\Default Work Unit\ITEMS\Stop_item_proc_mushroom_loop	
	3817389283	Play_item_proc_armorReduction_hit			\Split Content\Items\proc_armorReduction\Play_item_proc_armorReduction_hit	
	3819278833	Play_captain_m1_hit			\Split Content\Survivors\captain\Play_captain_m1_hit	
	3822661709	Play_majorConstruct_m1_laser_chargeShoot			\Split Content\Enemies\Boss_majorConstruct\Play_majorConstruct_m1_laser_chargeShoot	
	3823405252	Play_magmaWorm_idle_burn_loop			\Default Work Unit\ENEMY\magmaworm\Play_magmaWorm_idle_burn_loop	
	3823545488	Play_item_proc_stickyBomb_activate			\Default Work Unit\ITEMS\Play_item_proc_stickyBomb_activate	
	3826098169	Play_roboBall_death_small_explo			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_death_small_explo	
	3834902961	Play_item_proc_interstellarDeskPlant_aura_loop			\Split Content\Items\proc_interstellarDeskPlant\Play_item_proc_interstellarDeskPlant_aura_loop	
	3848891146	Play_minimushroom_death			\Split Content\Enemies\Mob_miniMushroom\Play_minimushroom_death	
	3852369302	Play_voidJailer_m1_chargeUp			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_m1_chargeUp	
	3854062887	Stop_healing_drone_heal_loop			\Default Work Unit\CHAR\Drone_Healing\Stop_healing_drone_heal_loop	
	3855060446	Play_bison_idle_VO			\Default Work Unit\ENEMY\bison\Play_bison_idle_VO	
	3856027043	Play_commando_M2_impact			\Default Work Unit\CHAR\Commando\Play_commando_M2_impact	
	3861350375	Play_imp_death			\Default Work Unit\ENEMY\imp\Play_imp_death	
	3863518702	Play_merc_utility_variant			\Default Work Unit\CHAR\Merc\Play_merc_utility_variant	
	3864097025	Pause_All			\Default Work Unit\Pause_All	Use to pause all sound EXCEPT music. (useful for accessing options menu, etc.)
	3867410735	Play_titanboss_shift_loop			\Default Work Unit\ENEMY\titanBoss\Play_titanboss_shift_loop	
	3870313846	Unpause_All			\Default Work Unit\Unpause_All	Use to pause all sound EXCEPT music. (useful for accessing options menu, etc.)
	3870838284	Play_clayboss_idle_loop			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_idle_loop	
	3872610127	Play_item_proc_squidTurret_spawn			\Split Content\Items\proc_squidTurret\Play_item_proc_squidTurret_spawn	
	3881332164	Play_item_use_meteor_tell			\Default Work Unit\ITEMS\Play_item_use_meteor_tell	
	3881637691	Play_jellyfish_detonate			\Default Work Unit\ENEMY\jellyfish\Play_jellyfish_detonate	
	3884053696	Play_moonBrother_phaseJump_land_impact			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_phaseJump_land_impact	
	3888952945	Play_mage_m1_shoot			\Default Work Unit\CHAR\Mage\Play_mage_m1_shoot	
	3890431262	Play_voidman_m2_chargeUp			\Split Content\Survivors\voidman\Play_voidman_m2_chargeUp	
